date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
11:56:17	88028/88028	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:17%20GMT	https://www.bareungak.com/?mid=community_fivem_tipboard&page=1&act=dispMemberSignUpForm	C:/My%20Web%20Sites/roshop/www.bareungak.com/index7b68-2.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&act=dispMemberSignUpForm)
11:56:17	52814/52814	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:17%20GMT	https://www.bareungak.com/?mid=community_fivem_tipboard&page=1&document_srl=7325	C:/My%20Web%20Sites/roshop/www.bareungak.com/index89d1-2.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=7325)
11:56:17	37759/37759	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:17%20GMT	https://www.bareungak.com/?mid=community_fivem_tipboard&page=1&act=dispMemberFindAccount	C:/My%20Web%20Sites/roshop/www.bareungak.com/index49b1-2.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&act=dispMemberFindAccount)
11:56:17	89286/89286	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:17%20GMT	https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=7325&act=dispMemberSignUpForm	C:/My%20Web%20Sites/roshop/www.bareungak.com/indexeca8.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=7325)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.500b163.delayed	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=4170)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.501b163.delayed	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=4170)
11:56:18	39087/39087	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:18%20GMT	https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=7325&act=dispMemberFindAccount	C:/My%20Web%20Sites/roshop/www.bareungak.com/index87d1.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=7325)
11:56:18	52930/52930	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:18%20GMT	https://www.bareungak.com/?mid=community_fivem_tipboard&page=1&document_srl=4170	C:/My%20Web%20Sites/roshop/www.bareungak.com/index41b3-2.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=4170)
11:56:18	89286/89286	---MCZ	200	added ('OK')	text/html	date:Tue,%2026%20May%202020%2002:56:18%20GMT	https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=4170&act=dispMemberSignUpForm	C:/My%20Web%20Sites/roshop/www.bareungak.com/indexe6d3.html	(from https://www.bareungak.com/index.php?mid=community_fivem_tipboard&page=1&document_srl=4170)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.504b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&act=dispMemberSignUpForm)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.505b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&act=dispMemberSignUpForm)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.506b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&act=dispMemberFindAccount)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.507b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&act=dispMemberFindAccount)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.508b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&sort_index=regdate&order_type=desc)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.509b163.delayed	(from https://www.bareungak.com/?mid=community_fivem_jobs&sort_index=regdate&order_type=desc)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.50ab163.delayed	(from https://www.bareungak.com/index.php?mid=community_fivem_jobs&sort_index=regdate&order_type=desc&act=dispMemberSignUpForm)
11:56:18	0/-1	---M--	301	error ('')			https://www.bareungak.com/index.php?mid=home	C:/My%20Web%20Sites/roshop/www.bareungak.com/index.50bb163.delayed	(from https://www.bareungak.com/index.php?mid=community_fivem_jobs&sort_index=regdate&order_type=desc&act=dispMemberSignUpForm)
